7596	7597.2
7597.4	7607.3
7621.2	7626.4
7626.7	7626.8
7627.3	7631.3
7633	7635.2
7642.2	7645
7645.7	7649.8
7650.5	7651.2
7657.2	7660.1
7668.9	7678
7678.4	7681.2
7681.6	7685.1
7686.1	7690.9
7691.4	7691.4
7692.3	7696.9
7698.1	7698.9
7699.7	7701.8
7702.2	7704.9
7705	7706.6
7707.7	7711.2
7727.5	7728.1
7731.4	7731.6
7733	7741.8
7742.7	7747.5
7757.5	7758.6
7760.2	7765.9
7766.6	7774.8
7775.2	7792.4
7793	7793.5
7794.1	7795.4
7797.2	7807.6
7807.8	7811.1
7815.3	7816.7
7816.9	7817.7
7819.2	7820.7
7820.9	7821.4
7821.9	7823.3
7825.3	7827.5
7829.7	7831.6
7831.9	7833.9
7837.6	7838.8
7851.1	7852.2
7853.7	7855.3
7856.8	7857.9
7871.4	7874.1
7875	7876.5
7901.6	7902.5
7904.3	7904.8
7905.3	7908.2
7908.6	7911.8
7913.6	7917.9
7919.7	7925.2
7925.7	7926.5
7927.5	7928.8
7929.6	7930
7930.4	7931.4
7932.4	7941.8
7967.9	7970.3
7971.6	7973.2
7973.3	7975.1
7976.6	7977.2
7977.8	7979.4
7980.7	7983
7983.1	7987.5
7988.5	7990.2
7990.4	7992.2
7993.9	7995
7996.5	7997
7998.2	7998.8
7999.5	8002.8
8003	8020.3
8020.9	8026.3
8026.9	8027.2
8027.5	8027.9
8028.6	8036.8
8038.6	8042.1
8042.6	8046.2
8046.8	8048.4
8050.3	8051
8051.7	8053.3
8056.5	8062.6
8064	8064.8
8067.4	8068.7
8068.9	8070
8071.5	8077.9
8078.3	8088.8
8089.2	8093.7
8095.1	8097
8098.9	8104.4
8104.8	8106.9
8107.7	8110.5
8110.7	8113.6
8115.6	8117.6
8117.7	8118.3
8119.1	8119.4
8133.6	8134.1
8137.4	8138.4
8140.1	8140.5
8142.9	8143.4
8153.2	8153.5
8154.6	8155.1
8155.5	8156.1
8159.5	8162
8163.3	8168.1
8169.4	8169.8
8171.6	8176.5
8177.1	8177.9
8178.5	8179.4
8181	8185
8185.7	8188.8
8188.9	8190.8
8191.3	8195.7
8196.6	8196.8
8206	8207
8207.2	8207.9
8208.5	8210.8
8211.8	8212.9
8213.4	8219.7
8221.7	8226.5
8228.1	8229.4
8229.8	8233.5
8240.4	8243.8
8244.2	8245.9
8246.5	8248.4
8252.2	8254.5
8255.7	8257.5
8257.8	8259.1
8259.5	8262.6
8263.4	8266.7
8267.6	8268.4
8268.8	8269.9
8271.1	8275.6
8277.9	8278.7
8280.3	8281.2
8283.1	8283.6
8285.7	8292.2
8295.2	8296.6
8297.8	8298.3
8307.6	8310.4
8311.3	8313.7
8314.3	8316.8
8316.9	8318.7
8319	8319.6
8321.2	8324.6
8325.9	8326.9
8327.8	8329.3
8332.7	8336.7
8340.1	8341.2
8341.6	8341.8
8342.6	8344.5
8345.2	8345.8
8347.7	8348
8348.8	8349.4
8351.5	8355.5
8362.1	8364.5
8380.4	8382.7
8386.8	8389.9
8393.4	8395.5
8408.4	8409.5
8414.9	8416.9
8418.8	8422.6
8422.7	8426.8
8426.9	8431.5
8431.8	8433.6
8436	8436.2
8437.1	8445.7
8447.8	8453.1
8456	8459.8
8460	8464.7
8475.9	8496.7
8497.3	8502
8503.1	8504.1
8504.2	8511.8
8523.8	8524.5
8525	8525.5
8554.9	8555.8
8561.2	8561.7
8562.1	8562.7
8563.3	8568.6
8569.5	8571.1
8571.3	8574.7
8574.8	8575.6
8577	8577.6
8578	8579
8587.6	8588.8
8589.3	8589.5
8600.9	8601.8
8604.5	8604.7
8607.9	8608.6
8614.8	8615.3
8616.8	8617.2
8624.4	8624.7
8626.2	8626.5
8627.3	8628
8628.3	8632.6
8644.8	8648.5
8650.1	8651.7
8656.9	8658.6
8659.7	8660.6
8662.6	8662.7
8664.1	8666.4
8667	8667.8
8668.5	8668.7
8679.3	8680
8689.9	8690.7
8691.6	8697.8
8698.4	8699.5
8701.1	8703.9
8705.6	8706.2
8711.6	8712.3
8713.2	8715.2
8717.5	8718
8722.3	8723.2
8728	8728.7
8742.9	8745.6
8746.5	8750
8750.4	8750.7
8753.3	8755.1
8756.3	8757
8758.6	8759.8
8760.7	8761.9
8766.1	8766.8
8769.4	8770.5
8772.9	8773.4
8774.9	8775.1
8787.7	8788
8789.7	8790.5
8791.2	8792.6
8793.1	8794.1
8798.6	8803
8805.5	8806.6
8810.4	8811.7
8812.4	8813.8
8832.3	8834.3
8835.3	8836.2
8836.9	8838
8839	8839.9
8842.1	8843.3
8843.8	8845
8846.3	8847
8849.7	8850.5
8851	8851.6
8853.5	8854.8
8855.5	8856.7
8857.4	8858.4
8859.3	8861
8862.4	8864
8866.3	8866.8
8869	8869.1
8869.8	8870.1
8870.9	8872.3
8873.3	8875.2
8875.8	8878.3
8884.4	8885.5
8887.6	8890.5
8899.6	8902.1
8904.4	8908.1
8909.8	8912.5
8914.1	8916.3
8917.2	8919.9
8931.5	8934.5
8936.2	8937.2
8939.4	8940.2
8941.4	8942.6
8943.3	8945.1
8945.7	8947.3
8948.3	8949.2
8949.8	8951.2
8951.8	8952.8
8956.4	8959.9
8960.3	8967.9
8968.9	8981.5
8983	8990.7
8991.1	8991.7
8997.1	8999.9
9000.3	9001.7
9002.4	9003.1
9006.3	9007.8
9019.6	9020.5
9021.5	9023
9024	9026.1
9026.7	9033.5
9033.9	9036.3
9037	9039
9039.3	9040.1
9043.4	9045.6
